key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,pubmed_id,pmc_id
2396839103; EJ1244525,"The Development of ""Video Compact Disk"" Media Using a Scientific Approach for Expository Writing: A Case in Indonesian Senior High Schools",2018,,,Anatolian Journal of Education,,3,1,1-20,"Amin, Mohammad and Andayani and Nurkamto, Joko and Setiawan, Budhi and Ngadiso",https://search.proquest.com/docview/2396839103?accountid=14433,English,"Anatolian Journal of Education, Eskisehir Osmangazi University Faculty of Education, Eskisehir 26480, Turkey",,,"Anzahl der Quellenangaben - -1
Zuletzt aktualisiert - 2020-05-01
SubjectsTermNotLitGenreText - 3238ER5  3224;  6409ER5 2799ER5  6388 2787;  3734ER5 11660ER5 6120ER5 5771ER5  3719 11614 5752 6101;  4755ER5 9453ER5 10321ER5 8043ER5 4558ER5  4738 9419 10278 8016 4542;  4124ER5 4350ER5  4109 4335;  2059ER5 3351ER5 3567ER5  2048 3337 3553;  11305ER5 10713ER5  11259 10669;  5265ER5  5248;  5815ER5 10634ER5 8297ER5 3431ER5 5722ER5 4925ER5 8950ER5 8043ER5 4558ER5  5796 10591 8267 3417 8016 4542 5703 4908 8917;  5098ER5 5099ER5 6283ER5 5821ER5  5081 5082 6263 5802;  2780ER5  2768;  11681ER5 5811ER5 9726ER5 1ER5 11661ER5 11271ER5  11635 11615 11225 1 5792 9690; Indonesia RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not feedback",,
2034280086; EJ1172156,"Interpreting the Relationships between TOEFL iBT Scores and GPA: Language Proficiency, Policy, and Profiles",2018,,,Language Testing,"0265-5322, 0265-5322",35,2,271-295,"Ginther, April and Yan, Xun",https://search.proquest.com/docview/2034280086?accountid=14433,English,"SAGE Publications. 2455 Teller Road, Thousand Oaks, CA 91320.",,,"Zuletzt aktualisiert - 2018-05-04
SubjectsTermNotLitGenreText - 2278ER5 10125ER5 2586ER5 3643ER5 6603ER5  2267 10087 2574 3629 6582;  2029ER5 2085ER5 2084ER5 10719ER5 10827ER5 6467ER5 6603ER5  2018 10783 6446 6582 2074 2073 10675;  8313ER5 2584ER5  8282 2572;  3495ER5 9442ER5 5765ER5 3494ER5 5095ER5 5821ER5  3481 9408 5746 3480 5078 5802;  5816ER5 11279ER5 10833ER5 6468ER5  5797 11233 10789 6447;  9438ER5 5901ER5  9404 5882;  4452ER5 4459ER5  4437 4444;  10825ER5 11254ER5 3641ER5 2427ER5 10069ER5  10781 11210 3627 2416 10031;  28ER5 96ER5  28 96;  7415ER5 5765ER5  7389 5746;  11681ER5 5811ER5 9726ER5 1ER5 11661ER5 11271ER5  11635 11615 11225 1 5792 9690;  6117ER5 755ER5 5811ER5 9726ER5 1ER5  6098 753 5792 9690 1;  8693ER5 5811ER5 9726ER5 1ER5 8655ER5 11271ER5  8661 8623 11225 1 5792 9690;  6911ER5 10125ER5 2586ER5 3643ER5 6603ER5  6886 10087 2574 3629 6582;  9404ER5 2584ER5  9370 2572;  186ER5 2427ER5 10069ER5  185 2416 10031;  11139ER5 1815ER5 10321ER5 8043ER5 4558ER5  11095 1806 10278 8016 4542;  1496ER5 9700ER5 5821ER5  1490 9664 5802;  6990ER5 5765ER5  6964 5746;  8126ER5 11254ER5 3641ER5 2427ER5 10069ER5  8097 11210 3627 2416 10031;  4143ER5 10321ER5 8043ER5 4558ER5  4128 10278 8016 4542;  5804ER5 1ER5  5785 1 RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: second language",,
2034285033; EJ1171537,Automated Assessment of Non-Native Learner Essays: Investigating the Role of Linguistic Features,2018,,,International Journal of Artificial Intelligence in Education,"1560-4292, 1560-4292",28,1,79-105,"Vajjala, Sowmya",https://search.proquest.com/docview/2034285033?accountid=14433,English,"Springer. 233 Spring Street, New York, NY 10013.",,,"Zuletzt aktualisiert - 2018-05-04
SubjectsTermNotLitGenreText - 2070ER5  2059;  3597ER5 6132ER5 7130ER5 8402ER5 6139ER5 4935ER5 5983ER5  3583 6113 7104 8371 6120 4918 5964;  11671ER5 3640ER5  11625 3626;  9405ER5 6461ER5  9371 6440;  2473ER5 10158ER5  2462 10120;  8123ER5  8094;  2015ER5 6108ER5 9842ER5 9385ER5 5983ER5  2004 6089 9804 9351 5964;  3495ER5 9442ER5 5765ER5 3494ER5 5095ER5 5821ER5  3481 9408 5746 3480 5078 5802;  9438ER5 5901ER5  9404 5882;  10459ER5 4481ER5 2766ER5 6108ER5 9842ER5 9385ER5 5983ER5  10416 4466 2754 6089 9804 9351 5964;  3588ER5  3574;  1966ER5 3643ER5 6603ER5  1955 3629 6582;  6775ER5 9687ER5 6603ER5  6752 9651 6582;  9048ER5  9015;  5801ER5  5782 RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: Duplicate",,
2034281198; EJ1171515,Assessing Text-Based Writing of Low-Skilled College Students,2018,,,International Journal of Artificial Intelligence in Education,"1560-4292, 1560-4292",28,1,56-78,"Perin, Dolores and Lauterbach, Mark",https://search.proquest.com/docview/2034281198?accountid=14433,English,"Springer. 233 Spring Street, New York, NY 10013.",,,"Zuletzt aktualisiert - 2018-05-04
SubjectsTermNotLitGenreText - 1815ER5 10321ER5 8043ER5 4558ER5  1806 10278 8016 4542;  11671ER5 3640ER5  11625 3626;  11681ER5 5811ER5 9726ER5 1ER5 11661ER5 11271ER5  11635 11615 11225 1 5792 9690;  2811ER5 2807ER5 8362ER5  2799 2795 8331;  2029ER5 2085ER5 2084ER5 10719ER5 10827ER5 6467ER5 6603ER5  2018 10783 6446 6582 2074 2073 10675;  9405ER5 6461ER5  9371 6440;  830ER5 10713ER5  828 10669;  8128ER5  8099;  9404ER5 2584ER5  9370 2572;  9408ER5 3643ER5 6603ER5  9374 3629 6582;  7811ER5 9016ER5 5771ER5  7784 8983 5752;  3596ER5 11279ER5 10833ER5 6468ER5  3582 11233 10789 6447;  5501ER5 2362ER5 2526ER5  5482 2351 2515;  11662ER5 96ER5  11616 96;  6201ER5 96ER5  6182 96 RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: Duplicate",,
2034280724; EJ1171536,Wise Crowd Content Assessment and Educational Rubrics,2018,,,International Journal of Artificial Intelligence in Education,"1560-4292, 1560-4292",28,1,29-55,"Passonneau, Rebecca J. and Poddar, Ananya and Gite, Gaurav and Krivokapic, Alisa and Yang, Qian and Perin, Dolores",https://search.proquest.com/docview/2034280724?accountid=14433,English,"Springer. 233 Spring Street, New York, NY 10013.",,,"Zuletzt aktualisiert - 2018-05-04
SubjectsTermNotLitGenreText - 2029ER5 2085ER5 2084ER5 10719ER5 10827ER5 6467ER5 6603ER5  2018 10783 6446 6582 2074 2073 10675;  11671ER5 3640ER5  11625 3626;  2182ER5 3643ER5 6603ER5  2171 3629 6582;  9408ER5 3643ER5 6603ER5  9374 3629 6582;  11681ER5 5811ER5 9726ER5 1ER5 11661ER5 11271ER5  11635 11615 11225 1 5792 9690;  3643ER5 6603ER5  3629 6582;  830ER5 10713ER5  828 10669;  1966ER5 3643ER5 6603ER5  1955 3629 6582;  2278ER5 10125ER5 2586ER5 3643ER5 6603ER5  2267 10087 2574 3629 6582 RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not computer-based,not targeted at improving writing",,
2013521147; EJ1168883,Improving Argumentative Writing: Effects of a Blended Learning Approach and Gamification,2018,,,Language Learning & Technology,,22,1,97-118,"Lam, Yau Wai and Hew, Khe Foon and Chiu, Kin Fung",https://search.proquest.com/docview/2013521147?accountid=14433,English,"University of Hawaii National Foreign Language Resource Center, 1859 East-West Road #106, Honolulu, HI 96822",,,"Anzahl der Quellenangaben - 65
Zuletzt aktualisiert - 2018-08-31
SubjectsTermNotLitGenreText - 4124ER5 4350ER5  4109 4335;  11674ER5 5016ER5  11628 4999;  7811ER5 9016ER5 5771ER5  7784 8983 5752;  1063ER5 10664ER5 3241ER5 6603ER5  1060 10621 3227 6582;  3220ER5 4285ER5 126ER5  3206 4270 126;  11301ER5 4285ER5 126ER5  11255 4270 126;  5265ER5  5248;  5263ER5 2780ER5  5246 2768;  9453ER5 10321ER5 8043ER5 4558ER5  9419 10278 8016 4542;  3713ER5 8884ER5 6603ER5 4558ER5  3698 4542 8852 6582;  2218ER5 8884ER5 6603ER5 4558ER5  2207 4542 8852 6582;  2884ER5 10664ER5 3241ER5 6603ER5  2871 10621 3227 6582;  11685ER5 11279ER5 10833ER5 6468ER5  11639 11233 10789 6447;  8195ER5 10833ER5 6468ER5  8166 10789 6447;  2054ER5 1860ER5 10724ER5 1873ER5 10713ER5  2043 10680 1862 10669 1849;  7480ER5  7454;  10664ER5 3241ER5 6603ER5  10621 3227 6582;  8562ER5 8879ER5 2780ER5  8531 8847 2768;  8548ER5 8868ER5  8517 8836;  3947ER5 8043ER5 4558ER5  3932 8016 4542;  9438ER5 5901ER5  9404 5882;  3495ER5 9442ER5 5765ER5 3494ER5 5095ER5 5821ER5  3481 9408 5746 3480 5078 5802;  9408ER5 3643ER5 6603ER5  9374 3629 6582;  10125ER5 2586ER5 3643ER5 6603ER5  10087 2574 3629 6582; Hong Kong RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: second language",,
2228654482; EJ1203905,Young Adolescent EFL Students' Writing Skill Development: Insights from Assessment Data,2018,,,Language Assessment Quarterly,"1543-4303, 1543-4303",15,4,311-329,"Wolf, Mikyung Kim and Oh, Saerhim and Wang, Yuan and Tsutagawa, Fred S.",https://search.proquest.com/docview/2228654482?accountid=14433,English,"Routledge, Available from: Taylor & Francis, Ltd. 530 Walnut Street Suite 850, Philadelphia, PA 19106",,,"Anzahl der Quellenangaben - 50
Zuletzt aktualisiert - 2019-05-22
SubjectsTermNotLitGenreText - 3096ER5 318ER5 8043ER5 4558ER5  3083 316 8016 4542;  3495ER5 9442ER5 5765ER5 3494ER5 5095ER5 5821ER5  3481 9408 5746 3480 5078 5802;  9438ER5 5901ER5  9404 5882;  11681ER5 5811ER5 9726ER5 1ER5 11661ER5 11271ER5  11635 11615 11225 1 5792 9690;  9721ER5 5070ER5 2799ER5  9685 5053 2787;  39ER5 5813ER5 5819ER5 5820ER5 9875ER5 6108ER5 9842ER5 9385ER5 5983ER5  39 5794 5800 5801 9837 6089 9804 9351 5964;  11660ER5 6120ER5 5771ER5  11614 5752 6101;  4124ER5 4350ER5  4109 4335;  5804ER5 1ER5  5785 1;  11675ER5 5259ER5  11629 5242;  5816ER5 11279ER5 10833ER5 6468ER5  5797 11233 10789 6447;  10068ER5 10833ER5 6468ER5  10030 10789 6447;  9408ER5 3643ER5 6603ER5  9374 3629 6582;  11671ER5 3640ER5  11625 3626;  6108ER5 9842ER5 9385ER5 5983ER5  6089 9804 9351 5964; South Korea; Brazil RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: second language",,
2228627524; ED590696,Examining the Impact of an Automated Translation Chatbot on Online Collaborative Dialog for Incidental L2 Learning,2018,,,Research-publishing.net,,,,1-7,"Sato, Takeshi and Ogura, Masa'aki and Aota, Shoma and Burden, Tyler",https://search.proquest.com/docview/2228627524?accountid=14433,English,"Research-publishing.net, La Grange des Noyes, 25110 Voillans, France",,,"Anzahl der Quellenangaben - 9
Zuletzt aktualisiert - 2019-05-22 RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: second language",,
2155991619; EJ1194265,Home-Grown Automated Essay Scoring in the Literature Classroom: A Solution for Managing the Crowd?,2018,,,Contemporary Educational Technology,,9,4,423-436,"Uzun, Kutay",https://search.proquest.com/docview/2155991619?accountid=14433,English,"Contemporary Educational Technology, Faculty of Communication Sciences, Anadolu University, Yunus Emre Campus, Eskisehir 26470, Turkey",,,"Anzahl der Quellenangaben - 48
Zuletzt aktualisiert - 2018-12-14
SubjectsTermNotLitGenreText - 2029ER5 2085ER5 2084ER5 10719ER5 10827ER5 6467ER5 6603ER5  2018 10783 6446 6582 2074 2073 10675;  3597ER5 6132ER5 7130ER5 8402ER5 6139ER5 4935ER5 5983ER5  3583 6113 7104 8371 6120 4918 5964;  9405ER5 6461ER5  9371 6440;  3504ER5 6139ER5 4935ER5 5983ER5  3490 6120 4918 5964;  2070ER5  2059;  646ER5  644;  9404ER5 2584ER5  9370 2572;  1966ER5 3643ER5 6603ER5  1955 3629 6582;  3653ER5 8043ER5 4558ER5  3639 8016 4542;  1602ER5 7430ER5  1595 7404;  6431ER5 5983ER5  6410 5964 RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not targeted at improving writing",,
2155988563; ED587615,Impact of Virtual Literature Circles on Chinese University EFL Students' Independent English Reading,2018,,,ProQuest LLC,9780438184473,,,1-207,"Pei, Li",https://search.proquest.com/docview/2155988563?accountid=14433,English,,,,"Zuletzt aktualisiert - 2018-12-14
Erste Seite - 1
SubjectsTermNotLitGenreText - 4143ER5 10321ER5 8043ER5 4558ER5  4128 10278 8016 4542;  1815ER5 10321ER5 8043ER5 4558ER5  1806 10278 8016 4542;  3495ER5 9442ER5 5765ER5 3494ER5 5095ER5 5821ER5  3481 9408 5746 3480 5078 5802;  9438ER5 5901ER5  9404 5882;  8693ER5 5811ER5 9726ER5 1ER5 8655ER5 11271ER5  8661 8623 11225 1 5792 9690;  3282ER5 10713ER5  3268 10669;  10719ER5  10675;  4124ER5 4350ER5  4109 4335;  2054ER5 1860ER5 10724ER5 1873ER5 10713ER5  2043 10680 1862 10669 1849;  9819ER5 2054ER5 1860ER5 10724ER5 1873ER5 10713ER5 6382ER5;  8678ER5 5259ER5  8646 5242;  8330ER5  8299;  8658ER5 677ER5 5259ER5  8626 675 5242;  8656ER5 96ER5  8624 96; China; United States
IdentKeywords - China; United States RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: second language",,
2155987363; ED587736,The Effect of PowerPoint Relationship Narratives on the Behavior of Students with Autism,2018,,,ProQuest LLC,9780438261570,,,1-76,"Howe, Carly",https://search.proquest.com/docview/2155987363?accountid=14433,English,,,,"Zuletzt aktualisiert - 2018-12-14
Erste Seite - 1
SubjectsTermNotLitGenreText - 2070ER5  2059;  813ER5 7813ER5 6552ER5 2890ER5  811 7786 6531 2877;  7813ER5 6552ER5 2890ER5  7786 6531 2877;  1658ER5 4971ER5  1651 4954;  5489ER5  5470;  919ER5 8264ER5  916 8234;  10664ER5 3241ER5 6603ER5  10621 3227 6582;  5465ER5 1981ER5 1ER5  5446 1970 1;  8655ER5 11271ER5 1ER5  8623 11225 1;  5899ER5  5880;  4437ER5 5281ER5  4422 5264;  3377ER5 10321ER5 8043ER5 4558ER5  3363 10278 8016 4542;  2278ER5 10125ER5 2586ER5 3643ER5 6603ER5  2267 10087 2574 3629 6582;  3939ER5 5365ER5 8800ER5  3924 5348 8768;  3802ER5 8288ER5 5723ER5 2799ER5 10048ER5  3787 8258 5704 2787 10010;  11639ER5  11593;  7481ER5  7455 RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not writing context",,
2155987335; ED587689,"Summary of Outcomes from First Grade Study with ""Read, Write, and Type"" and ""Auditory Discrimination in Depth"" Instruction and Software with At-Risk Children. FCRR Technical Report #2",2018,,,Florida Center for Reading Research,,,,1-6,"Torgesen, Joseph K. and Wagner, Richard K. and Rashotte, Carol A. and Herron, Jeannine",https://search.proquest.com/docview/2155987335?accountid=14433,English,"Florida Center for Reading Research, Florida State University City Centre Building, 227 North Bronough Street Suite 7250, Tallahassee, FL 32301",,,"Zuletzt aktualisiert - 2018-12-14 RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not writing context",,
2101893460; EJ1185934,Examining the Relationship between English Language Learners' Online Self-Regulation and Their Self-Efficacy,2018,,,Australasian Journal of Educational Technology,,34,3,105-121,"Su, You and Zheng, Chunping and Liang, Jyh-Chong and Tsai, Chin-Chung",https://search.proquest.com/docview/2101893460?accountid=14433,English,"Australasian Society for Computers in Learning in Tertiary Education, Ascilite Secretariat, P.O. Box 44, Figtree, NSW, Australia",,,"Anzahl der Quellenangaben - 79
Zuletzt aktualisiert - 2018-09-11
SubjectsTermNotLitGenreText - 4124ER5 4350ER5  4109 4335;  11139ER5 1815ER5 10321ER5 8043ER5 4558ER5  11095 1806 10278 8016 4542;  9438ER5 5901ER5  9404 5882;  3495ER5 9442ER5 5765ER5 3494ER5 5095ER5 5821ER5  3481 9408 5746 3480 5078 5802;  1063ER5 10664ER5 3241ER5 6603ER5  1060 10621 3227 6582;  3354ER5 5901ER5 10719ER5  3340 10675 5882;  9491ER5 912ER5  9457 909;  9500ER5 9503ER5 9485ER5  9466 9469 9451;  4405ER5 7448ER5  4390 7422;  5930ER5 6603ER5  5911 6582;  10910ER5 153ER5 4413ER5  10866 153 4398;  4710ER5 9775ER5 912ER5  4693 9738 909;  9506ER5 3640ER5  9472 3626;  6117ER5 755ER5 5811ER5 9726ER5 1ER5  6098 753 5792 9690 1;  10015ER5 755ER5 5811ER5 9726ER5 1ER5  9977 753 5792 9690 1;  8693ER5 5811ER5 9726ER5 1ER5 8655ER5 11271ER5  8661 8623 11225 1 5792 9690;  11681ER5 5811ER5 9726ER5 1ER5 11661ER5 11271ER5  11635 11615 11225 1 5792 9690;  8128ER5  8099;  2278ER5 10125ER5 2586ER5 3643ER5 6603ER5  2267 10087 2574 3629 6582; China (Beijing) RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: second language",,
2101891881; ED584772,Investigating Test-Takers' Use of Linguistic Tools in Second Language Academic Writing Assessment,2018,,,ProQuest LLC,9780355772722,,,1-335,"Oh, Sae Rhim",https://search.proquest.com/docview/2101891881?accountid=14433,English,,,,"Zuletzt aktualisiert - 2018-09-11
Erste Seite - 1
SubjectsTermNotLitGenreText - 9438ER5 5901ER5  9404 5882;  5819ER5  5800;  10503ER5 3643ER5 6603ER5  10460 3629 6582;  39ER5 5813ER5 5819ER5 5820ER5 9875ER5 6108ER5 9842ER5 9385ER5 5983ER5  39 5794 5800 5801 9837 6089 9804 9351 5964;  11685ER5 11279ER5 10833ER5 6468ER5  11639 11233 10789 6447;  10023ER5 5771ER5  9985 5752;  4481ER5 2766ER5 6108ER5 9842ER5 9385ER5 5983ER5  4466 2754 6089 9804 9351 5964;  8751ER5 8508ER5  8719 8477;  9437ER5 4936ER5 5259ER5  9403 4919 5242;  5816ER5 11279ER5 10833ER5 6468ER5  5797 11233 10789 6447;  2054ER5 1860ER5 10724ER5 1873ER5 10713ER5  2043 10680 1862 10669 1849;  94ER5 3641ER5 2427ER5 10069ER5  94 3627 2416 10031;  11681ER5 5811ER5 9726ER5 1ER5 11661ER5 11271ER5  11635 11615 11225 1 5792 9690;  8109ER5 9545ER5 6106ER5 10874ER5 7834ER5 4935ER5 5983ER5  8080 9511 7807 4918 5964 6087 10830;  9537ER5 9545ER5 6106ER5 10874ER5 7834ER5 4935ER5 5983ER5 2766ER5 6108ER5 9842ER5 9385ER5  9503 2754 6089 9804 9351 5964 9511 7807 4918 6087 10830;  6756ER5 8884ER5 6603ER5  6734 8852 6582;  9404ER5 2584ER5  9370 2572;  6911ER5 10125ER5 2586ER5 3643ER5 6603ER5  6886 10087 2574 3629 6582;  4329ER5 18ER5 1719ER5 5923ER5  4314 18 1710 5904;  5545ER5 10822ER5 10874ER5  5526 10778 10830;  5804ER5 1ER5  5785 1;  3357ER5 2054ER5 1860ER5 10724ER5 1873ER5 10713ER5  3343 2043 10680 1862 10669 1849;  4583ER5  4566;  11671ER5 3640ER5  11625 3626 RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: second language",,
2101889010; EJ1186202,Online Open-Source Writing Aid as a Pedagogical Tool,2018,,,English Language Teaching,"1916-4742, 1916-4742",11,8,126-142,"Sevcikova, Beata Lewis",https://search.proquest.com/docview/2101889010?accountid=14433,English,"Canadian Center of Science and Education, 1120 Finch Avenue West Suite 701-309, Toronto, OH M3J 3H7, Canada",,,"Anzahl der Quellenangaben - 26
Zuletzt aktualisiert - 2018-09-11
SubjectsTermNotLitGenreText - 7379ER5 10713ER5  7353 10669;  10664ER5 3241ER5 6603ER5  10621 3227 6582;  3939ER5 5365ER5 8800ER5  3924 5348 8768;  39ER5 5813ER5 5819ER5 5820ER5 9875ER5 6108ER5 9842ER5 9385ER5 5983ER5  39 5794 5800 5801 9837 6089 9804 9351 5964;  8387ER5  8356;  11675ER5 5259ER5  11629 5242;  11660ER5 6120ER5 5771ER5  11614 5752 6101;  4481ER5 2766ER5 6108ER5 9842ER5 9385ER5 5983ER5  4466 2754 6089 9804 9351 5964;  10023ER5 5771ER5  9985 5752;  11674ER5 5016ER5  11628 4999;  3597ER5 6132ER5 7130ER5 8402ER5 6139ER5 4935ER5 5983ER5  3583 6113 7104 8371 6120 4918 5964;  1815ER5 10321ER5 8043ER5 4558ER5  1806 10278 8016 4542;  10268ER5 6852ER5  10226 6827;  9503ER5 9485ER5  9469 9451;  10219ER5 732ER5  10181 730;  10269ER5 7022ER5  10227 6996;  3495ER5 9442ER5 5765ER5 3494ER5 5095ER5 5821ER5  3481 9408 5746 3480 5078 5802;  9438ER5 5901ER5  9404 5882;  9437ER5 4936ER5 5259ER5  9403 4919 5242;  4124ER5 4350ER5  4109 4335; Saudi Arabia RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: second language",,
2101591882; EJ1183097,Why Can't It Mark This One? A Qualitative Analysis of Student Writing Rejected by an Automated Essay Scoring System,2018,,,English in Australia,"0155-2147, 0155-2147",53,1,52-60,"Reinertsen, Nathanael",https://search.proquest.com/docview/2101591882?accountid=14433,English,"Australian Association for the Teaching of English, English House, 416 Magill Road, Kensington Gardens, SA 5068 Australia",,,"Anzahl der Quellenangaben - 10
Zuletzt aktualisiert - 2018-09-10
SubjectsTermNotLitGenreText - 8548ER5 8868ER5  8517 8836;  11671ER5 3640ER5  11625 3626;  3596ER5 11279ER5 10833ER5 6468ER5  3582 11233 10789 6447;  2029ER5 2085ER5 2084ER5 10719ER5 10827ER5 6467ER5 6603ER5  2018 10783 6446 6582 2074 2073 10675;  9405ER5 6461ER5  9371 6440;  94ER5 3641ER5 2427ER5 10069ER5  94 3627 2416 10031;  3588ER5  3574 RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: Duplicate",,
2101587858; EJ1175799,Exploring the Use of Online Educational Platform in Teaching Writing among ESL Students,2018,,,Journal of Language and Linguistic Studies,,14,1,86-101,"Topacio, Katrina Ninfa M.",https://search.proquest.com/docview/2101587858?accountid=14433,English,"Journal of Language and Linguistic Studies, Hacettepe Universitesi, Egitim Fakultesi B Blok, Yabanci Diller Egitimi Bolumu, Ingiliz Dili Egitimi Anabilim Dali, Ankara 06800, Turkey",,,"Anzahl der Quellenangaben - 19
Zuletzt aktualisiert - 2018-09-10
SubjectsTermNotLitGenreText - 11675ER5 5259ER5  11629 5242;  3495ER5 9442ER5 5765ER5 3494ER5 5095ER5 5821ER5  3481 9408 5746 3480 5078 5802;  9437ER5 4936ER5 5259ER5  9403 4919 5242;  3282ER5 10713ER5  3268 10669;  10719ER5  10675;  2026ER5 2085ER5 2084ER5 10719ER5  2015 2074 2073 10675;  8562ER5 8879ER5 2780ER5  8531 8847 2768;  8195ER5 10833ER5 6468ER5  8166 10789 6447;  3597ER5 6132ER5 7130ER5 8402ER5 6139ER5 4935ER5 5983ER5  3583 6113 7104 8371 6120 4918 5964;  11681ER5 5811ER5 9726ER5 1ER5 11661ER5 11271ER5  11635 11615 11225 1 5792 9690;  1966ER5 3643ER5 6603ER5  1955 3629 6582;  7356ER5 2085ER5 2084ER5 10719ER5 2362ER5 2526ER5  7330 2074 2073 10675 2351 2515;  2222ER5 10664ER5 3241ER5 6603ER5  2211 10621 3227 6582;  4091ER5 2930ER5 4558ER5 3643ER5 6603ER5  4076 3629 6582 2917 4542;  5265ER5  5248;  10219ER5 732ER5  10181 730;  4124ER5 4350ER5  4109 4335; Philippines RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: second language",,
2101587307; EJ1176635,Using Screencasts in the Teaching of Modern Languages: Investigating the Use of Jing® in Feedback on Written Assignments,2018,,,Language Learning Journal,"0957-1736, 0957-1736",46,3,277-292,"Harper, Felicity and Green, Hannelore and Fernandez-Toro, María",https://search.proquest.com/docview/2101587307?accountid=14433,English,"Routledge, Available from: Taylor & Francis, Ltd. 530 Walnut Street Suite 850, Philadelphia, PA 19106",,,"Anzahl der Quellenangaben - 37
Zuletzt aktualisiert - 2018-09-10
SubjectsTermNotLitGenreText - 11097ER5 8362ER5  11053 8331;  2054ER5 1860ER5 10724ER5 1873ER5 10713ER5  2043 10680 1862 10669 1849;  3354ER5 5901ER5 10719ER5  3340 10675 5882;  11348ER5  11302;  9437ER5 4936ER5 5259ER5  9403 4919 5242;  6782ER5 5821ER5  6758 5802;  11671ER5 3640ER5  11625 3626;  3939ER5 5365ER5 8800ER5  3924 5348 8768;  11666ER5 677ER5 5259ER5 11672ER5  11620 11626 675 5242;  3585ER5  3571;  2070ER5  2059;  8566ER5 6468ER5  8535 6447;  9540ER5 5491ER5 3643ER5 6603ER5  9506 5472 3629 6582;  11100ER5 10634ER5 8297ER5 3431ER5 5722ER5 4925ER5 8950ER5 8043ER5 4558ER5  11056 10591 8267 3417 8016 4542 5703 4908 8917;  2959ER5 3164ER5  2946 3150;  1815ER5 10321ER5 8043ER5 4558ER5  1806 10278 8016 4542 RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: second language",,
2101379042; EJ1179717,Establishing a Crosswalk between the Common European Framework for Languages (CEFR) and Writing Domains Scored by Automated Essay Scoring,2018,,,Applied Measurement in Education,"0895-7347, 0895-7347",31,3,177-190,"Shermis, Mark D.",https://search.proquest.com/docview/2101379042?accountid=14433,English,"Routledge, Available from: Taylor & Francis, Ltd. 530 Walnut Street Suite 850, Philadelphia, PA 19106",,,"Anzahl der Quellenangaben - 25
Zuletzt aktualisiert - 2018-09-10
SubjectsTermNotLitGenreText - 9405ER5 6461ER5  9371 6440;  830ER5 10713ER5  828 10669;  3597ER5 6132ER5 7130ER5 8402ER5 6139ER5 4935ER5 5983ER5  3583 6113 7104 8371 6120 4918 5964;  5804ER5 1ER5  5785 1;  11671ER5 3640ER5  11625 3626;  11681ER5 5811ER5 9726ER5 1ER5 11661ER5 11271ER5  11635 11615 11225 1 5792 9690;  11371ER5  11325;  3282ER5 10713ER5  3268 10669;  10719ER5  10675;  10518ER5 1602ER5 7430ER5  10475 1595 7404;  4124ER5 4350ER5  4109 4335; Europe RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: Duplicate",,
